Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'6774626254920,handle,fr,,,copy-of-fundamental-active-comfort-straight-leg-pant-3-pack,
PRODUCT,'6774626254920,meta_title,fr,,,Fundamental Active Comfort Pant 3-Pack | Fundamental Active Comfort Pant 3-Pack | True Classic,Pack de 3 Pantalons de Confort Actif Fondamental | Pack de 3 Pantalons de Confort Actif Fondamental | True Classic
PRODUCT,'6774661349448,title,fr,,,Black Boxer Briefs 9-Pack,Boîte Noire de Boxers 9-Pack
PRODUCT,'6774661349448,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 5 1/2” inseam</span></li>
<li><span>M: 33” waist - 5 3/4” inseam</span></li>
<li><span>L: 36” waist - 6” inseam</span></li>
<li><span>XL: 40” waist - 6 1/4” inseam</span></li>
<li><span>2XL: 44” waist - 6 1/2” inseam</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Black x 9</span></li>
</ul>","<p><span>Pas de bousculade, pas de remontée. Avec un tissu micromodal ridiculement doux et une pochette 3D innovante sans moucheture pour un soutien maximal, vous ne voudrez plus jamais sortir sans sous-vêtements. Notre partie préférée ? Sa ceinture élastique ultra-confortable et extensible qui ne creuse pas et ne glisse pas.</span></p>

<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Fonctionnalité:</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux</span></li>
<li><span>Etiquette imprimée sans démangeaison</span></li>
<li><span>Poche 3D sans moucheture construite séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Ajustement:</strong></p>
<ul>
<li><span>Ajustement formel avec beaucoup de place pour s'étirer</span></li>
<li><span>Ceinture élastique extensible</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Couleurs incluses dans le pack:</strong></p>
<ul>
<li><span>Noir x 9</span></li>
</ul>"
PRODUCT,'6774661349448,handle,fr,,,black-boxer-briefs-9-pack,
PRODUCT,'6774661349448,meta_title,fr,,,Black Boxer Briefs 9-Pack | Black Boxer Briefs 9-Pack | True Classic,Slips Boxer Noirs Pack de 9 | Slips Boxer Noirs Pack de 9 | True Classic
PRODUCT,'6774663839816,title,fr,,,Navy Boxer Briefs 9-Pack,Boxers Navy Pack de 9
PRODUCT,'6774663839816,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 5 1/2” inseam</span></li>
<li><span>M: 33” waist - 5 3/4” inseam</span></li>
<li><span>L: 36” waist - 6” inseam</span></li>
<li><span>XL: 40” waist - 6 1/4” inseam</span></li>
<li><span>2XL: 44” waist - 6 1/2” inseam</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Navy x 9</span></li>
</ul>","<p><span>Pas de plis, pas de remontée. Avec un tissu micromodal ridiculement doux et un innovant poche 3D sans ouverture pour un maximum de soutien, vous ne voudrez plus jamais aller à l'aise. Notre partie préférée ? Sa ceinture élastique ultra-confortable et extensible qui ne creuse pas ou ne glisse pas.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Caractéristique :</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux </span></li>
<li><span>Étiquette sans démangeaison imprimée à l'écran</span></li>
<li><span>Poche 3D sans ouverture construite séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Près du corps avec beaucoup d'espace pour s'étirer</span></li>
<li><span>Ceinture élastique extensible</span></li>
<li><span> S: tour de taille de 30"" - entrejambe de 5 1/2""</span></li>
<li><span>M: tour de taille de 33"" - entrejambe de 5 3/4""</span></li>
<li><span>L: tour de taille de 36"" - entrejambe de 6""</span></li>
<li><span>XL: tour de taille de 40"" - entrejambe de 6 1/4""</span></li>
<li><span>2XL: tour de taille de 44"" - entrejambe de 6 1/2""</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Couleurs incluses dans le pack: </strong></p>
<ul>
<li><span>Marine x 9</span></li>
</ul>"
PRODUCT,'6774663839816,handle,fr,,,navy-boxer-briefs-9-pack,
PRODUCT,'6774663839816,meta_title,fr,,,Navy Boxer Briefs 9-Pack | Navy Boxer Briefs 9-Pack | True Classic,Slips Boxers Marine 9-Pack | Slips Boxers Marine 9-Pack | True Classic
PRODUCT,'6774672818248,title,fr,,,Carbon Boxer Briefs 9-Pack,Pack de 9 Boxers en Carbone
PRODUCT,'6774672818248,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 5 1/2” inseam</span></li>
<li><span>M: 33” waist - 5 3/4” inseam</span></li>
<li><span>L: 36” waist - 6” inseam</span></li>
<li><span>XL: 40” waist - 6 1/4” inseam</span></li>
<li><span>2XL: 44” waist - 6 1/2” inseam</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Carbon x 9</span></li>
</ul>","<p><span>Pas de plis, pas de remontée. Avec un tissu micromodal ridiculement doux et une poche 3D innovante sans ouverture pour un soutien maximal, vous ne voudrez plus jamais sortir sans sous-vêtement. Notre partie préférée? Sa ceinture élastique ultra-confortable et extensible qui ne creusera pas ou ne glissera pas.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Caractéristique :</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux </span></li>
<li><span>Étiquette sans grattage imprimée</span></li>
<li><span>Poche 3D sans ouverture construite séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Taille :</strong></p>
<ul>
<li><span>Ajustement serré avec beaucoup de place pour s'étirer</span></li>
<li><span>Ceinture élasthanne extensible</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Couleurs incluses dans le pack : </strong></p>
<ul>
<li><span>Carbon x 9</span></li>
</ul>"
PRODUCT,'6774672818248,handle,fr,,,carbon-boxer-briefs-9-pack,
PRODUCT,'6774672818248,meta_title,fr,,,Carbon Boxer Briefs 9-Pack | Carbon Boxer Briefs 9-Pack | True Classic,Pack de 9 slips Boxer Carbon | Pack de 9 slips Boxer Carbon | True Classic
PRODUCT,'6774673735752,title,fr,,,Navy Boxer Brief 6-Pack,Paquet de 6 Boxers Marine
PRODUCT,'6774673735752,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 5 1/2” inseam</span></li>
<li><span>M: 33” waist - 5 3/4” inseam</span></li>
<li><span>L: 36” waist - 6” inseam</span></li>
<li><span>XL: 40” waist - 6 1/4” inseam</span></li>
<li><span>2XL: 44” waist - 6 1/2” inseam</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Navy x 6</span></li>
</ul>","<p><span>Pas de plis, pas de remontée. Avec un tissu micromodal ridiculement doux et une poche 3D innovante sans ouverture pour un soutien maximal, vous ne voudrez plus jamais être sans sous-vêtements. Notre partie préférée? Sa ceinture élastique ultra-confortable et extensible qui ne creuse pas ni ne glisse.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Caractéristique :</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux </span></li>
<li><span>Étiquette imprimée sans démangeaisons</span></li>
<li><span>Sac 3D sans ouverture construit séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit :</strong></p>
<ul>
<li><span>Ajusté avec beaucoup de place pour s'étirer</span></li>
<li><span>Ceinture élastique extensible</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Couleurs incluses dans le paquet: </strong></p>
<ul>
<li><span>Marine x 6</span></li>
</ul>"
PRODUCT,'6774673735752,handle,fr,,,navy-boxer-brief-6-pack,
PRODUCT,'6774673735752,meta_title,fr,,,Navy Boxer Brief 6-Pack | Navy Boxer Brief 6-Pack | True Classic,Pack de 6 Boxers Navy | Pack de 6 Boxers Navy | True Classic
PRODUCT,'6774674063432,title,fr,,,Carbon Boxer Brief 6-Pack,Pack de 6 Boxers en Carbone
PRODUCT,'6774674063432,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 5 1/2” inseam</span></li>
<li><span>M: 33” waist - 5 3/4” inseam</span></li>
<li><span>L: 36” waist - 6” inseam</span></li>
<li><span>XL: 40” waist - 6 1/4” inseam</span></li>
<li><span>2XL: 44” waist - 6 1/2” inseam</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Carbon x 6</span></li>
</ul>","<p><span>Pas de plis, pas de remontée. Avec un tissu micromodal ridiculement doux et une poche 3D innovante sans ouverture pour un soutien maximal, vous ne voudrez plus jamais vous passer de sous-vêtements. Notre partie préférée? Sa ceinture élastique ultra-confortable qui ne creuse pas et ne glisse pas.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Caractéristique :</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux </span></li>
<li><span>Étiquette sans démangeaisons imprimée sur écran</span></li>
<li><span>Poche 3D sans ouverture construite séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Ajustement :</strong></p>
<ul>
<li><span>Ajustement formel avec beaucoup de place pour s'étirer</span></li>
<li><span>Ceinture élastique extensible</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Couleurs incluses dans le paquet : </strong></p>
<ul>
<li><span>Carbone x 6</span></li>
</ul>"
PRODUCT,'6774674063432,handle,fr,,,carbon-boxer-brief-6-pack,
PRODUCT,'6774674063432,meta_title,fr,,,Carbon Boxer Brief 6-Pack | Carbon Boxer Brief 6-Pack | True Classic,Pack de 6 Boxers en Carbon | Pack de 6 Boxers en Carbon | True Classic
PRODUCT,'6774674489416,title,fr,,,Black Boxer Briefs 12-Pack,Boxer Noirs Pack de 12
PRODUCT,'6774674489416,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 5 1/2” inseam</span></li>
<li><span>M: 33” waist - 5 3/4” inseam</span></li>
<li><span>L: 36” waist - 6” inseam</span></li>
<li><span>XL: 40” waist - 6 1/4” inseam</span></li>
<li><span>2XL: 44” waist - 6 1/2” inseam</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Black x 12</span></li>
</ul>","<p><span>Pas de bourrelets, pas de remontées. Avec un tissu micromodal ridiculement doux et une pochette 3D innovante sans ouverture pour un soutien maximum, vous ne voudrez plus jamais vous passer de sous-vêtements. Notre partie préférée ? Sa ceinture élastique ultra confortable et extensible qui ne creuse pas et ne glisse pas.</span></p>

<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Caractéristique :</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux</span></li>
<li><span>Étiquette sans grattement imprimée</span></li>
<li><span>Pochette 3D sans ouverture, construite séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Ajustement :</strong></p>
<ul>
<li><span>Coupe ajustée avec beaucoup de place pour s'étirer</span></li>
<li><span>Ceinture élastique extensible</span></li>
</ul>

<p><strong>Couleurs incluses dans le pack : </strong></p>
<ul>
<li><span>Noir x 12</span></li>
</ul>"
PRODUCT,'6774674489416,handle,fr,,,black-boxer-briefs-12-pack,
PRODUCT,'6774674489416,meta_title,fr,,,Black Boxer Briefs 12-Pack | Black Boxer Briefs 12-Pack | True Classic,Slips Boxers Noirs Pack de 12 | Slips Boxers Noirs Pack de 12 | True Classic
PRODUCT,'6774675144776,title,fr,,,Navy Boxer Briefs 12-Pack,Pack de 12 Boxers Marins
PRODUCT,'6774675144776,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 5 1/2” inseam</span></li>
<li><span>M: 33” waist - 5 3/4” inseam</span></li>
<li><span>L: 36” waist - 6” inseam</span></li>
<li><span>XL: 40” waist - 6 1/4” inseam</span></li>
<li><span>2XL: 44” waist - 6 1/2” inseam</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Navy x 12</span></li>
</ul>","<p><span>Pas de regroupement, pas de montée. Avec un tissu micromodal ridiculement doux et une innovante pochette 3D sans mouche pour un soutien maximal, vous ne voudrez plus jamais sortir commando. Notre partie préférée ? Sa ceinture élastique ultra-confortable et extensible qui ne creuse pas et ne glisse pas.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Caractéristique:</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux</span></li>
<li><span>Étiquette sans démangeaison imprimée sur écran</span></li>
<li><span>Pochette 3D sans mouche construite séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Ajustement:</strong></p>
<ul>
<li><span>Ajusté avec beaucoup de place pour s'étirer</span></li>
<li><span>Ceinture élastique extensible</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Couleurs incluses dans le pack:</strong></p>
<ul>
<li><span>Marine x 12</span></li>
</ul>"
PRODUCT,'6774675144776,handle,fr,,,navy-boxer-briefs-12-pack,
PRODUCT,'6774675144776,meta_title,fr,,,Navy Boxer Briefs 12-Pack | Navy Boxer Briefs 12-Pack | True Classic,Boxers marine lot de 12 | Boxers marine lot de 12 | True Classic
PRODUCT,'6774675308616,title,fr,,,Carbon Boxer Briefs 12-Pack,Boxer Briefs en Carbone Pack de 12
PRODUCT,'6774675308616,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 5 1/2” inseam</span></li>
<li><span>M: 33” waist - 5 3/4” inseam</span></li>
<li><span>L: 36” waist - 6” inseam</span></li>
<li><span>XL: 40” waist - 6 1/4” inseam</span></li>
<li><span>2XL: 44” waist - 6 1/2” inseam</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Carbon x 12</span></li>
</ul>","<p><span>Pas de regroupement, pas de remontée. Avec un tissu micromodal ridiculement doux et une pochette innovante en 3D sans vol pour un soutien maximal, vous ne voudrez plus jamais aller sans sous-vêtements. Notre partie préférée? Sa ceinture élastique ultra-confortable et extensible qui ne creusera ni ne glissera.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Caractéristique:</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux </span></li>
<li><span>Étiquette sans démangeaison imprimée sur écran</span></li>
<li><span>Pochette 3D sans vol construite séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Ajustement:</strong></p>
<ul>
<li><span>Ajustement formel avec beaucoup d'espace pour étirer</span></li>
<li><span>Ceinture élastique extensible</span></li>
</ul>
<p><strong>Couleurs incluses dans le pack: </strong></p>
<ul>
<li><span>Carbone x 12</span></li>
</ul>"
PRODUCT,'6774675308616,handle,fr,,,carbon-boxer-briefs-12-pack,
PRODUCT,'6774675308616,meta_title,fr,,,Carbon Boxer Briefs 12-Pack | Carbon Boxer Briefs 12-Pack | True Classic,Slips Boxer Carbone 12-Pack | Slips Boxer Carbone 12-Pack | True Classic
PRODUCT,'6774676357192,title,fr,,,Black Boxer Trunks 9-Pack,Pack de 9 caleçons noirs
PRODUCT,'6774676357192,body_html,fr,,,"<p><span>No bunching, no riding up. With a ridiculously soft micromodal fabric and innovative flyless 3D pouch for maximum support, you’ll never want to go commando again. Our favorite part? Its stretchy, ultra-comfortable elastic waistband that won’t dig or slip.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Feature:</strong><br></p>
<ul>
<li><span>Modern, flattering fit</span></li>
<li><span>Ultra-soft </span></li>
<li><span>Screen-printed no-itch tag</span></li>
<li><span>Flyless 3D pouch constructed separately from the body with two seams around the crotch and one in the center for support</span></li>
<li><span>92% micromodal / 8% elastane</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Fit:</strong></p>
<ul>
<li><span>Form fitting with plenty of room to stretch</span></li>
<li><span>Stretchy elastane waistband</span></li>
<li><span>S: 30” waist - 3 1/2"" inseam</span></li>
<li><span>M: 33” waist - 3 3/4"" inseam</span></li>
<li><span>L: 36” waist - 3 7/8"" inseam</span></li>
<li><span>XL: 40” waist - 4"" inseam</span></li>
<li><span>2XL: 44” waist - 4 1/8"" inseam</span></li>
</ul>
<ul></ul>
<ul data-mce-fragment=""1""></ul>
<p><strong data-mce-fragment=""1"">Colors Included in Pack:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Black </span>x 9</li>
</ul>","<p><span>Pas de plis, pas de remontée. Avec un tissu en micromodal ridiculement doux et une poche 3D innovante sans ouverture pour un soutien maximal, vous ne voudrez plus jamais aller sans sous-vêtements. Notre partie préférée ? Sa ceinture élastique ultra-confortable et extensible qui ne creusera pas ni ne glissera.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong>Caractéristique :</strong><br></p>
<ul>
<li><span>Coupe moderne et flatteuse</span></li>
<li><span>Ultra-doux</span></li>
<li><span>Étiquette imprimée sans grattage</span></li>
<li><span>Poche 3D sans ouverture construite séparément du corps avec deux coutures autour de l'entrejambe et une au centre pour le soutien</span></li>
<li><span>92% micromodal / 8% élasthanne</span></li>
</ul>
<p data-mce-fragment=""1""><strong>Coupe :</strong></p>
<ul>
<li><span>Ajustée avec beaucoup de place pour s'étirer</span></li>
<li><span>Ceinture élastique extensible</span></li>
</ul>
<ul></ul>
<ul data-mce-fragment=""1""></ul>
<p><strong data-mce-fragment=""1"">Couleurs incluses dans le pack :</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Noir</span> x 9</li>
</ul>"
PRODUCT,'6774676357192,handle,fr,,,black-boxer-trunks-9-pack,
PRODUCT,'6774676357192,meta_title,fr,,,Black Boxer Trunks 9-Pack | Black Boxer Trunks 9-Pack | True Classic,Black Boxer Trunks 9-Pack | Black Boxer Trunks 9-Pack | True Classic
PRODUCT,'6774676783176,title,fr,,,Navy Boxer Trunks 9-Pack,Pack de 9 Caleçons Boxer Marine
